,StorageLevel,Inflow,Outflow,Precipitation,AvgTemp,SnowDepth,Snowfall,Precip_7d_sum,Precip_30d_sum,Temp_7d_avg,SnowDepth_30d_avg,Snowfall_7d_sum,Month,Forecast_Precip_7d_sum,Forecast_Temp_7d_avg,Forecast_1M_Precip_Below,Forecast_1M_Precip_Normal,Forecast_1M_Precip_Above,Forecast_1M_Temp_Below,Forecast_1M_Temp_Normal,Forecast_1M_Temp_Above
2003-09-20,242.27,10.11,10.43,0.0,15.3,0.0,0.0,4.0,118.0,19.599999999999998,0.0,0.0,9,26.0,14.357142857142858,54,29,17,58,29,13
2003-09-21,242.23,9.76,10.42,4.0,12.6,0.0,0.0,7.0,122.0,18.271428571428572,0.0,0.0,9,26.0,14.914285714285713,65,27,8,56,32,12
2003-09-22,242.14,8.49,13.22,1.0,11.7,0.0,0.0,8.0,123.0,17.17142857142857,0.0,0.0,9,26.0,15.557142857142859,59,34,7,48,33,19
2003-09-23,241.43,5.81,21.08,0.0,11.8,0.0,0.0,8.0,104.0,16.5,0.0,0.0,9,26.0,15.942857142857141,52,24,24,58,29,13
2003-09-24,240.46,5.57,21.03,0.0,13.8,0.0,0.0,8.0,95.0,15.485714285714286,0.0,0.0,9,26.0,16.142857142857142,57,23,20,60,31,9
2003-09-25,239.48,6.84,20.98,13.0,16.7,0.0,0.0,18.0,105.0,14.685714285714283,0.0,0.0,9,22.0,15.785714285714286,64,30,6,50,30,20
2003-09-26,238.6,7.35,17.35,2.0,17.6,0.0,0.0,20.0,98.0,14.214285714285714,0.0,0.0,9,20.0,14.971428571428572,56,28,16,63,28,9
2003-09-27,238.18,7.41,12.19,6.0,16.3,0.0,0.0,26.0,98.0,14.357142857142858,0.0,0.0,9,15.0,14.228571428571428,61,19,20,67,26,7
2003-09-28,237.87,10.79,12.16,4.0,16.5,0.0,0.0,26.0,102.0,14.914285714285713,0.0,0.0,9,11.0,13.485714285714286,54,28,18,61,17,22
2003-09-29,237.56,9.51,18.43,1.0,16.2,0.0,0.0,26.0,98.0,15.557142857142859,0.0,0.0,9,11.0,12.771428571428572,59,27,14,55,21,24
2003-09-30,236.99,7.42,15.23,0.0,14.5,0.0,0.0,26.0,70.0,15.942857142857141,0.0,0.0,9,11.0,12.142857142857142,56,29,15,52,34,14
2003-10-01,236.35,6.12,15.15,0.0,15.2,0.0,0.0,26.0,69.0,16.142857142857142,0.0,0.0,10,11.0,11.471428571428572,57,25,18,12,25,63
2003-10-02,235.7,8.56,15.06,9.0,14.2,0.0,0.0,22.0,77.0,15.785714285714286,0.0,0.0,10,2.0,10.914285714285713,70,22,8,10,26,64
2003-10-03,235.29,8.59,12.09,0.0,11.9,0.0,0.0,20.0,62.0,14.971428571428572,0.0,0.0,10,2.0,10.985714285714286,70,18,12,11,32,57
2003-10-04,235.13,8.03,10.16,1.0,11.1,0.0,0.0,15.0,63.0,14.228571428571428,0.0,0.0,10,1.0,11.542857142857144,60,26,14,11,23,66
2003-10-05,234.93,7.41,10.15,0.0,11.3,0.0,0.0,11.0,63.0,13.485714285714286,0.0,0.0,10,1.0,12.299999999999999,62,30,8,8,25,67
2003-10-06,234.71,7.56,8.97,1.0,11.2,0.0,0.0,11.0,57.0,12.771428571428572,0.0,0.0,10,13.0,12.8,59,31,10,12,24,64
2003-10-07,234.66,7.47,8.18,0.0,10.1,0.0,0.0,11.0,56.0,12.142857142857142,0.0,0.0,10,21.0,13.071428571428571,58,29,13,19,28,53
2003-10-08,234.59,7.12,8.18,0.0,10.5,0.0,0.0,11.0,52.0,11.471428571428572,0.0,0.0,10,35.0,13.071428571428571,67,26,7,11,23,66
2003-10-09,234.49,6.87,8.17,0.0,10.3,0.0,0.0,2.0,51.0,10.914285714285713,0.0,0.0,10,36.0,13.271428571428572,52,25,23,11,28,61
2003-10-10,234.36,6.51,8.17,0.0,12.4,0.0,0.0,2.0,49.0,10.985714285714286,0.0,0.0,10,36.0,13.0,60,22,18,15,23,62
2003-10-11,234.21,6.28,8.17,0.0,15.0,0.0,0.0,1.0,48.0,11.542857142857144,0.0,0.0,10,37.0,12.342857142857142,56,24,20,10,29,61
2003-10-12,234.04,6.17,8.16,0.0,16.6,0.0,0.0,1.0,47.0,12.299999999999999,0.0,0.0,10,37.0,11.442857142857145,64,28,8,22,47,31
2003-10-13,233.98,9.2,8.16,13.0,14.7,0.0,0.0,13.0,59.0,12.8,0.0,0.0,10,24.0,10.742857142857144,65,30,5,22,45,33
2003-10-14,234.02,7.22,8.15,8.0,12.0,0.0,0.0,21.0,66.0,13.071428571428571,0.0,0.0,10,16.0,10.6,61,24,15,24,45,31
2003-10-15,234.09,11.17,7.29,14.0,10.5,0.0,0.0,35.0,80.0,13.071428571428571,0.0,0.0,10,2.0,11.285714285714286,58,31,11,20,49,31
2003-10-16,234.6,12.1,5.97,1.0,11.7,0.0,0.0,36.0,81.0,13.271428571428572,0.0,0.0,10,2.0,11.457142857142857,54,26,20,13,51,36
2003-10-17,234.99,9.73,5.98,0.0,10.5,0.0,0.0,36.0,81.0,13.0,0.0,0.0,10,4.0,11.314285714285715,57,30,13,15,47,38
2003-10-18,235.24,8.62,5.99,1.0,10.4,0.0,0.0,37.0,79.0,12.342857142857142,0.0,0.0,10,4.0,11.342857142857143,59,29,12,22,58,20
2003-10-19,235.45,8.36,5.99,0.0,10.3,0.0,0.0,37.0,79.0,11.442857142857145,0.0,0.0,10,4.0,11.214285714285714,60,35,5,17,46,37
2003-10-20,235.55,6.76,7.88,0.0,9.8,0.0,0.0,24.0,79.0,10.742857142857144,0.0,0.0,10,4.0,11.014285714285714,65,29,6,18,44,38
2003-10-21,235.23,5.0,10.24,0.0,11.0,0.0,0.0,16.0,75.0,10.6,0.0,0.0,10,17.0,10.9,50,28,22,26,54,20
2003-10-22,234.88,6.18,8.09,0.0,15.3,0.0,0.0,2.0,74.0,11.285714285714286,0.0,0.0,10,17.0,10.642857142857142,64,18,18,19,55,26
2003-10-23,234.91,7.38,6.2,1.0,12.9,0.0,0.0,2.0,75.0,11.457142857142857,0.0,0.0,10,16.0,10.628571428571428,18,57,25,25,51,24
2003-10-24,235.09,8.67,6.19,2.0,9.5,0.0,0.0,4.0,77.0,11.314285714285715,0.0,0.0,10,14.0,10.799999999999999,19,51,30,53,31,16
2003-10-25,235.22,7.68,6.19,1.0,10.6,0.0,0.0,4.0,65.0,11.342857142857143,0.0,0.0,10,13.0,11.014285714285714,66,15,19,53,30,17
2003-10-26,235.32,7.07,6.19,0.0,9.4,0.0,0.0,4.0,63.0,11.214285714285714,0.0,0.0,10,13.0,11.614285714285714,19,43,38,50,30,20
2003-10-27,235.38,6.81,6.19,0.0,8.4,0.0,0.0,4.0,57.0,11.014285714285714,0.0,0.0,10,13.0,12.157142857142858,15,57,28,68,27,5
2003-10-28,235.35,7.1,8.1,13.0,10.2,0.0,0.0,17.0,66.0,10.9,0.0,0.0,10,0.0,12.228571428571428,25,47,28,60,27,13
2003-10-29,235.39,9.21,8.47,0.0,13.5,0.0,0.0,17.0,65.0,10.642857142857142,0.0,0.0,10,0.0,11.37142857142857,27,51,22,60,26,14
2003-10-30,235.4,8.69,8.69,0.0,12.8,0.0,0.0,16.0,65.0,10.628571428571428,0.0,0.0,10,0.0,11.371428571428572,18,29,53,53,22,25
2003-10-31,235.4,7.8,8.17,0.0,10.7,0.0,0.0,14.0,65.0,10.799999999999999,0.0,0.0,10,0.0,11.571428571428571,18,23,59,59,22,19
2003-11-01,235.34,7.11,8.23,0.0,12.1,0.0,0.0,13.0,56.0,11.014285714285714,0.0,0.0,11,2.0,11.3,6,28,66,11,29,60
2003-11-02,235.24,6.85,8.1,0.0,13.6,0.0,0.0,13.0,56.0,11.614285714285714,0.0,0.0,11,3.0,10.457142857142857,21,29,50,17,18,65
2003-11-03,235.12,6.38,8.13,0.0,12.2,0.0,0.0,13.0,55.0,12.157142857142858,0.0,0.0,11,3.0,9.37142857142857,17,23,60,13,31,56
2003-11-04,234.97,5.95,8.09,0.0,10.7,0.0,0.0,0.0,55.0,12.228571428571428,0.0,0.0,11,13.0,8.842857142857143,14,28,58,17,29,54
2003-11-05,234.79,6.16,7.22,0.0,7.5,0.0,0.0,0.0,54.0,11.37142857142857,0.0,0.0,11,13.0,8.714285714285714,16,32,52,15,29,56
2003-11-06,234.78,6.73,6.02,0.0,12.8,0.0,0.0,0.0,54.0,11.371428571428572,0.0,0.0,11,13.0,7.528571428571429,13,33,54,22,23,55
2003-11-07,234.83,6.38,6.02,0.0,12.1,0.0,0.0,0.0,54.0,11.571428571428571,0.0,0.0,11,13.0,6.428571428571429,10,26,64,18,26,56
2003-11-08,234.86,6.36,6.01,2.0,10.2,0.0,0.0,2.0,56.0,11.3,0.0,0.0,11,11.0,5.714285714285714,23,27,50,20,26,54
2003-11-09,234.89,6.47,6.0,1.0,7.7,0.0,0.0,3.0,57.0,10.457142857142857,0.0,0.0,11,26.0,5.914285714285714,15,24,61,7,33,60
2003-11-10,234.91,5.99,5.99,0.0,4.6,0.0,0.0,3.0,57.0,9.37142857142857,0.0,0.0,11,29.0,6.114285714285714,13,25,62,18,24,58
2003-11-11,234.94,7.22,6.27,10.0,7.0,0.0,0.0,13.0,67.0,8.842857142857143,0.0,0.0,11,19.0,5.714285714285714,20,20,60,23,16,61
2003-11-12,234.98,6.61,7.08,0.0,6.6,0.0,0.0,13.0,54.0,8.714285714285714,0.0,0.0,11,19.0,5.685714285714285,19,24,57,17,26,57
2003-11-13,234.89,5.77,7.07,0.0,4.5,0.0,0.0,13.0,46.0,7.528571428571429,0.0,0.0,11,23.0,5.985714285714286,11,25,64,18,29,53
2003-11-14,234.78,5.69,6.75,0.0,4.4,0.0,0.0,13.0,32.0,6.428571428571429,0.0,0.0,11,46.0,7.257142857142857,17,26,57,13,24,63
2003-11-15,234.72,5.63,6.22,0.0,5.2,0.0,0.0,11.0,31.0,5.714285714285714,0.0,0.0,11,55.0,7.128571428571428,24,24,52,14,25,61
2003-11-16,234.75,9.1,7.8,16.0,9.1,0.0,0.0,26.0,47.0,5.914285714285714,0.0,0.0,11,39.0,6.142857142857143,19,24,57,18,53,29
2003-11-17,235.0,10.79,7.17,3.0,6.0,0.0,0.0,29.0,49.0,6.114285714285714,0.0,0.0,11,36.0,5.771428571428572,10,31,59,15,54,31
2003-11-18,235.16,8.17,7.17,0.0,4.2,0.0,0.0,19.0,49.0,5.714285714285714,0.0,0.0,11,70.0,6.171428571428572,26,19,55,15,47,38
2003-11-19,235.21,7.43,7.18,0.0,6.4,0.0,0.0,19.0,49.0,5.685714285714285,0.0,0.0,11,70.0,5.785714285714286,18,20,62,20,49,31
2003-11-20,235.2,6.93,7.18,4.0,6.6,0.0,0.0,23.0,53.0,5.985714285714286,0.0,0.0,11,66.0,5.028571428571429,21,19,60,14,50,36
2003-11-21,235.22,15.13,15.0,23.0,13.3,0.0,0.0,46.0,76.0,7.257142857142857,0.0,0.0,11,43.0,3.814285714285714,16,21,63,26,50,24
2003-11-22,235.36,19.36,17.86,9.0,4.3,0.0,0.0,55.0,84.0,7.128571428571428,0.0,0.0,11,70.0,4.514285714285714,9,36,55,22,56,22
2003-11-23,235.3,12.69,14.19,0.0,2.2,0.0,0.0,39.0,82.0,6.142857142857143,0.0,0.0,11,77.0,6.057142857142857,16,17,67,15,54,31
2003-11-24,235.24,10.73,10.11,0.0,3.4,0.0,0.0,36.0,81.0,5.771428571428572,0.0,0.0,11,77.0,6.857142857142857,13,21,66,27,40,33
2003-11-25,235.48,25.23,16.85,34.0,7.0,0.0,0.0,70.0,115.0,6.171428571428572,0.0,0.0,11,43.0,7.1000000000000005,14,25,61,19,42,39
2003-11-26,235.89,18.46,21.09,0.0,3.7,0.0,0.0,70.0,115.0,5.785714285714286,0.0,0.0,11,45.0,7.414285714285714,20,25,55,26,45,29
2003-11-27,235.51,12.89,15.77,0.0,1.3,0.0,0.0,66.0,102.0,5.028571428571429,0.0,0.0,11,45.0,7.714285714285714,16,23,61,19,59,22
2003-11-28,235.66,12.17,10.29,0.0,4.8,0.0,0.0,43.0,102.0,3.814285714285714,0.0,0.0,11,45.0,7.328571428571428,8,22,70,17,51,32
2003-11-29,235.43,12.96,17.71,36.0,9.2,0.0,0.0,70.0,138.0,4.514285714285714,0.0,0.0,11,20.0,6.5,21,20,59,11,53,36
2003-11-30,235.74,27.98,21.1,7.0,13.0,0.0,0.0,77.0,145.0,6.057142857142857,0.0,0.0,11,29.0,5.014285714285714,23,49,28,15,58,27
2003-12-01,235.63,15.03,18.53,0.0,9.0,0.0,0.0,77.0,145.0,6.857142857142857,0.0,0.0,12,43.0,3.7857142857142856,20,48,32,19,26,55
2003-12-02,235.47,12.42,15.17,0.0,8.7,0.0,0.0,43.0,145.0,7.1000000000000005,0.0,0.0,12,48.0,2.5571428571428574,23,50,27,17,26,57
2003-12-03,235.1,9.45,15.2,2.0,5.9,0.0,0.0,45.0,147.0,7.414285714285714,0.0,0.0,12,46.0,1.8714285714285714,18,16,66,8,37,55
2003-12-04,234.69,10.13,12.49,0.0,3.4,0.0,0.0,45.0,147.0,7.714285714285714,0.0,0.0,12,47.0,1.6285714285714286,23,21,56,22,24,54
2003-12-05,234.71,9.98,9.16,0.0,2.1,0.0,0.0,45.0,147.0,7.328571428571428,0.0,0.0,12,62.0,1.5999999999999999,11,28,61,18,21,61
2003-12-06,234.77,10.91,9.25,11.0,3.4,0.0,0.0,20.0,158.0,6.5,0.0,0.0,12,54.0,1.542857142857143,12,52,36,15,23,62
2003-12-07,235.12,25.72,21.08,16.0,2.6,0.0,0.0,29.0,174.0,5.014285714285714,0.0,0.0,12,38.0,1.8142857142857143,26,42,32,6,26,68
2003-12-08,234.96,14.21,18.15,14.0,0.4,7.0,9.0,43.0,186.0,3.7857142857142856,0.23333333333333334,9.0,12,24.0,2.442857142857143,24,47,29,20,27,53
2003-12-09,235.03,13.88,12.2,5.0,0.1,15.0,10.0,48.0,190.0,2.5571428571428574,0.7333333333333333,19.0,12,19.0,2.8999999999999995,17,50,33,6,34,60
2003-12-10,235.04,11.21,12.18,0.0,1.1,5.0,0.0,46.0,190.0,1.8714285714285714,0.9,19.0,12,19.0,3.1714285714285713,21,44,35,21,22,57
2003-12-11,234.91,10.18,12.18,1.0,1.7,0.0,0.0,47.0,181.0,1.6285714285714286,0.9,19.0,12,25.0,3.4285714285714284,18,52,30,19,23,58
2003-12-12,234.78,11.61,12.2,15.0,1.9,0.0,0.0,62.0,196.0,1.5999999999999999,0.9,19.0,12,14.0,3.3999999999999995,19,55,26,11,21,68
2003-12-13,234.83,14.32,12.2,3.0,3.0,0.0,0.0,54.0,199.0,1.542857142857143,0.9,19.0,12,18.0,2.728571428571428,15,54,31,11,18,71
2003-12-14,235.08,14.96,12.14,0.0,4.5,0.0,0.0,38.0,199.0,1.8142857142857143,0.9,19.0,12,19.0,2.3999999999999995,13,49,38,10,25,65
2003-12-15,235.29,14.8,12.17,0.0,4.8,0.0,0.0,24.0,199.0,2.442857142857143,0.9,10.0,12,26.0,2.542857142857143,11,46,43,9,33,58
2003-12-16,235.31,11.22,16.2,0.0,3.3,0.0,0.0,19.0,183.0,2.8999999999999995,0.9,0.0,12,29.0,3.242857142857143,25,50,25,16,19,65
2003-12-17,234.55,9.29,16.13,0.0,3.0,0.0,0.0,19.0,180.0,3.1714285714285713,0.9,0.0,12,31.0,3.8714285714285714,10,66,24,20,22,58
2003-12-18,234.39,12.53,12.18,7.0,3.5,0.0,0.0,25.0,187.0,3.4285714285714284,0.9,0.0,12,29.0,4.328571428571428,25,53,22,8,32,60
2003-12-19,234.43,11.74,12.45,4.0,1.7,0.0,0.0,14.0,191.0,3.3999999999999995,0.9,0.0,12,26.0,4.342857142857143,14,57,29,8,21,71
2003-12-20,234.32,10.53,12.3,7.0,-1.7,12.0,13.0,18.0,194.0,2.728571428571428,1.3,13.0,12,26.0,4.228571428571429,28,50,22,11,37,52
2003-12-21,234.09,8.87,12.24,1.0,2.2,8.0,0.0,19.0,172.0,2.3999999999999995,1.5666666666666667,13.0,12,27.0,4.057142857142857,22,43,35,21,24,55
2003-12-22,234.01,15.75,10.97,7.0,5.8,0.0,0.0,26.0,170.0,2.542857142857143,1.5666666666666667,13.0,12,46.0,3.642857142857143,19,48,33,12,18,70
2003-12-23,234.62,16.13,10.23,3.0,8.2,0.0,0.0,29.0,173.0,3.242857142857143,1.5666666666666667,13.0,12,43.0,2.6714285714285713,11,49,40,17,53,30
2003-12-24,234.93,14.63,15.93,2.0,7.4,0.0,0.0,31.0,175.0,3.8714285714285714,1.5666666666666667,13.0,12,43.0,1.8285714285714287,26,54,20,14,53,33
2003-12-25,234.49,12.16,17.23,5.0,6.7,0.0,0.0,29.0,146.0,4.328571428571428,1.5666666666666667,13.0,12,38.0,1.4142857142857141,11,53,36,25,42,33
2003-12-26,234.2,14.18,15.6,1.0,1.8,0.0,0.0,26.0,147.0,4.342857142857143,1.5666666666666667,13.0,12,42.0,1.557142857142857,21,50,29,19,55,26
2003-12-27,234.2,12.2,12.2,7.0,-2.5,9.0,9.0,26.0,154.0,4.228571428571429,1.8666666666666667,9.0,12,41.0,2.228571428571428,20,49,31,22,46,32
2003-12-28,234.12,10.44,12.21,2.0,1.0,6.0,0.0,27.0,156.0,4.057142857142857,2.066666666666667,9.0,12,40.0,2.0428571428571427,20,54,26,13,56,31
2003-12-29,234.15,21.87,14.54,26.0,2.9,0.0,0.0,46.0,146.0,3.642857142857143,2.066666666666667,9.0,12,14.0,1.4285714285714286,68,22,10,54,23,23
2003-12-30,234.75,20.11,20.94,0.0,1.4,0.0,0.0,43.0,139.0,2.6714285714285713,2.066666666666667,9.0,12,14.0,1.0714285714285714,58,30,12,62,29,9
2003-12-31,234.76,15.64,12.33,2.0,1.5,0.0,0.0,43.0,141.0,1.8285714285714287,2.066666666666667,9.0,12,13.0,0.6142857142857142,63,21,16,58,33,9
2004-01-01,234.58,10.86,16.65,0.0,3.8,0.0,0.0,38.0,141.0,1.4142857142857141,2.066666666666667,9.0,1,27.0,-0.19999999999999998,21,48,31,19,47,34
2004-01-02,234.4,12.47,12.24,5.0,2.8,0.0,0.0,42.0,144.0,1.557142857142857,2.066666666666667,9.0,1,22.0,-0.7714285714285714,17,51,32,14,65,21
2004-01-03,234.44,13.47,12.29,6.0,2.2,0.0,0.0,41.0,150.0,2.228571428571428,2.066666666666667,0.0,1,23.0,-1.4857142857142855,20,54,26,18,52,30
2004-01-04,234.47,11.08,12.13,1.0,-0.3,3.0,3.0,40.0,151.0,2.0428571428571427,2.1666666666666665,3.0,1,28.0,-1.8285714285714287,12,51,37,13,59,28
2004-01-05,234.29,9.19,12.14,0.0,-1.4,0.0,0.0,14.0,140.0,1.4285714285714286,2.1666666666666665,3.0,1,28.0,-1.7142857142857142,7,27,66,20,54,26
2004-01-06,234.03,8.95,10.49,0.0,-1.1,0.0,0.0,14.0,124.0,1.0714285714285714,2.1666666666666665,3.0,1,32.0,-1.6285714285714286,9,28,63,25,44,31
2004-01-07,234.05,9.68,8.62,1.0,-1.7,0.0,0.0,13.0,111.0,0.6142857142857142,1.9333333333333333,3.0,1,34.0,-1.7,17,27,56,20,49,31
2004-01-08,234.16,9.92,8.62,14.0,-1.9,19.0,19.0,27.0,120.0,-0.19999999999999998,2.066666666666667,22.0,1,20.0,-1.8571428571428572,28,42,30,17,51,32
2004-01-09,234.2,8.63,8.63,0.0,-1.2,13.0,4.0,22.0,120.0,-0.7714285714285714,2.3333333333333335,26.0,1,20.0,-1.8285714285714287,16,61,23,12,46,42
2004-01-10,234.18,8.4,8.63,7.0,-2.8,19.0,15.0,23.0,126.0,-1.4857142857142855,2.966666666666667,41.0,1,13.0,-1.6714285714285713,10,55,35,28,43,29
2004-01-11,234.17,8.27,8.63,6.0,-2.7,25.0,9.0,28.0,117.0,-1.8285714285714287,3.8,47.0,1,7.0,-1.542857142857143,27,55,18,11,63,26
2004-01-12,234.11,7.57,8.63,0.0,-0.6,20.0,1.0,28.0,114.0,-1.7142857142857142,4.466666666666667,48.0,1,16.0,-1.542857142857143,14,53,33,25,54,21
2004-01-13,234.01,7.69,8.62,4.0,-0.5,12.0,3.0,32.0,118.0,-1.6285714285714286,4.866666666666666,51.0,1,17.0,-1.3000000000000003,24,44,32,10,59,31
2004-01-14,233.95,7.73,8.18,3.0,-2.2,14.0,7.0,34.0,121.0,-1.7,5.333333333333333,58.0,1,14.0,-1.042857142857143,28,42,30,14,59,27
2004-01-15,233.99,14.63,7.04,0.0,-3.0,14.0,2.0,20.0,121.0,-1.8571428571428572,5.8,41.0,1,27.0,-0.8428571428571429,20,56,24,27,46,27
2004-01-16,234.05,7.65,7.06,0.0,-1.0,13.0,2.0,20.0,121.0,-1.8285714285714287,6.233333333333333,39.0,1,37.0,-1.1571428571428573,16,25,59,17,48,35
2004-01-17,234.09,7.39,7.04,0.0,-1.7,10.0,1.0,13.0,114.0,-1.6714285714285713,6.566666666666666,25.0,1,37.0,-1.0571428571428572,6,31,63,26,48,26
2004-01-18,234.11,7.05,7.05,0.0,-1.8,9.0,3.0,7.0,110.0,-1.542857142857143,6.866666666666666,19.0,1,39.0,-1.0999999999999999,24,24,52,23,57,20
2004-01-19,234.12,7.52,7.05,9.0,-0.6,16.0,10.0,16.0,112.0,-1.542857142857143,7.0,28.0,1,39.0,-1.2428571428571427,11,30,59,28,45,27
2004-01-20,234.18,7.65,7.06,5.0,1.2,14.0,2.0,17.0,116.0,-1.3000000000000003,7.2,27.0,1,35.0,-1.7857142857142858,18,20,62,16,55,29
2004-01-21,234.21,7.18,7.06,0.0,-0.4,11.0,2.0,14.0,109.0,-1.042857142857143,7.566666666666666,22.0,1,40.0,-1.785714285714286,14,28,58,17,46,37
2004-01-22,234.21,7.3,7.06,13.0,-1.6,31.0,23.0,27.0,119.0,-0.8428571428571429,8.6,43.0,1,27.0,-1.5714285714285716,19,28,53,24,43,33
2004-01-23,234.22,6.82,7.06,10.0,-3.2,41.0,14.0,37.0,127.0,-1.1571428571428573,9.966666666666667,55.0,1,18.0,-1.2571428571428573,10,64,26,16,60,24
2004-01-24,234.21,7.18,7.06,0.0,-1.0,38.0,4.0,37.0,122.0,-1.0571428571428572,11.233333333333333,58.0,1,18.0,-1.2,22,25,53,10,53,37
2004-01-25,234.21,6.71,7.06,2.0,-2.1,28.0,7.0,39.0,123.0,-1.0999999999999999,12.166666666666666,62.0,1,16.0,-0.7857142857142858,25,48,27,10,24,66
2004-01-26,234.18,6.69,7.05,9.0,-1.6,43.0,17.0,39.0,125.0,-1.2428571428571427,13.3,69.0,1,22.0,-0.7571428571428571,19,48,33,6,36,58
2004-01-27,234.14,6.34,7.05,1.0,-2.6,35.0,6.0,35.0,124.0,-1.7857142857142858,14.266666666666667,73.0,1,22.0,-0.3142857142857142,28,50,22,12,30,58
2004-01-28,234.07,6.34,7.05,5.0,-0.4,34.0,5.0,40.0,103.0,-1.785714285714286,15.4,76.0,1,21.0,-0.5428571428571428,17,57,26,19,29,52
2004-01-29,234.0,6.01,7.05,0.0,-0.1,31.0,1.0,27.0,103.0,-1.5714285714285716,16.433333333333334,54.0,1,22.0,-0.8428571428571429,15,54,31,11,28,61
2004-01-30,233.92,6.23,6.45,1.0,-1.0,32.0,5.0,18.0,102.0,-1.2571428571428573,17.5,45.0,1,24.0,-1.0285714285714285,17,50,33,20,15,65
2004-01-31,233.95,6.36,6.02,0.0,-0.6,28.0,1.0,18.0,102.0,-1.2,18.433333333333334,42.0,1,25.0,-1.4285714285714286,18,56,26,13,31,56
2004-02-01,233.98,6.25,6.02,0.0,0.8,26.0,1.0,16.0,97.0,-0.7857142857142858,19.3,36.0,2,29.0,-1.8857142857142857,12,57,31,60,19,21
2004-02-02,234.01,6.95,6.02,15.0,-1.4,31.0,6.0,22.0,106.0,-0.7571428571428571,20.333333333333332,25.0,2,18.0,-1.9428571428571428,27,41,32,53,27,20
2004-02-03,234.09,6.5,6.03,1.0,0.5,30.0,1.0,22.0,106.0,-0.3142857142857142,21.233333333333334,20.0,2,18.0,-2.3857142857142857,18,51,31,54,32,14
2004-02-04,234.12,6.5,6.03,4.0,-2.0,36.0,9.0,21.0,110.0,-0.5428571428571428,22.433333333333334,24.0,2,15.0,-2.442857142857143,18,46,36,52,22,26
2004-02-05,234.16,6.38,6.03,1.0,-2.2,37.0,3.0,22.0,111.0,-0.8428571428571429,23.666666666666668,26.0,2,21.0,-2.085714285714286,11,63,26,65,23,12
2004-02-06,234.17,6.16,6.03,3.0,-2.3,35.0,9.0,24.0,113.0,-1.0285714285714285,24.833333333333332,30.0,2,18.0,-1.7142857142857142,11,54,35,64,22,14
2004-02-07,234.19,6.15,6.03,1.0,-3.4,35.0,4.0,25.0,100.0,-1.4285714285714286,25.366666666666667,33.0,2,22.0,-1.0285714285714285,19,61,20,72,18,10
2004-02-08,234.19,6.03,6.03,4.0,-2.4,38.0,10.0,29.0,104.0,-1.8857142857142857,26.2,42.0,2,36.0,-0.6142857142857141,21,48,31,60,26,14
2004-02-09,234.19,6.03,6.03,4.0,-1.8,43.0,5.0,18.0,101.0,-1.9428571428571428,27.0,41.0,2,32.0,-0.1285714285714285,25,55,20,59,27,14
2004-02-10,234.18,5.79,6.03,1.0,-2.6,42.0,9.0,18.0,96.0,-2.3857142857142857,27.566666666666666,49.0,2,40.0,0.42857142857142855,19,44,37,23,49,28
2004-02-11,234.15,5.68,6.03,1.0,-2.4,35.0,4.0,15.0,97.0,-2.442857142857143,28.066666666666666,44.0,2,44.0,0.642857142857143,15,56,29,28,46,26
2004-02-12,234.13,5.67,6.03,7.0,0.3,39.0,8.0,21.0,100.0,-2.085714285714286,28.966666666666665,49.0,2,44.0,0.39999999999999997,22,45,33,26,52,22
2004-02-13,234.1,5.8,6.03,0.0,0.3,35.0,1.0,18.0,97.0,-1.7142857142857142,29.666666666666668,41.0,2,44.0,0.21428571428571427,18,53,29,15,52,33
2004-02-14,234.07,5.91,6.03,5.0,1.4,32.0,2.0,22.0,102.0,-1.0285714285714285,30.266666666666666,39.0,2,39.0,0.4714285714285715,23,54,23,21,53,26
2004-02-15,234.09,7.12,7.95,18.0,0.5,37.0,10.0,36.0,120.0,-0.6142857142857141,31.066666666666666,39.0,2,21.0,1.2571428571428573,75,19,6,18,53,29
2004-02-16,234.02,6.4,6.63,0.0,1.6,36.0,1.0,32.0,120.0,-0.1285714285714285,31.933333333333334,35.0,2,27.0,1.285714285714286,51,37,12,21,51,28
2004-02-17,233.93,6.01,7.02,9.0,1.3,29.0,3.0,40.0,129.0,0.42857142857142855,32.6,29.0,2,18.0,1.3142857142857145,55,32,13,17,50,33
2004-02-18,233.86,5.99,7.01,5.0,-0.9,35.0,11.0,44.0,125.0,0.642857142857143,33.233333333333334,36.0,2,15.0,2.085714285714286,49,30,21,24,46,30
2004-02-19,233.74,5.55,7.01,7.0,-1.4,37.0,8.0,44.0,127.0,0.39999999999999997,34.0,36.0,2,14.0,2.414285714285714,58,22,20,23,48,29
2004-02-20,233.62,6.11,7.0,0.0,-1.0,37.0,2.0,44.0,127.0,0.21428571428571427,34.86666666666667,37.0,2,16.0,2.2714285714285714,69,25,6,16,50,34
2004-02-21,233.59,6.77,7.0,0.0,3.2,29.0,3.0,39.0,114.0,0.4714285714285715,34.8,38.0,2,16.0,1.7857142857142858,67,22,11,23,43,34
2004-02-22,233.58,7.04,7.04,0.0,6.0,24.0,2.0,21.0,104.0,1.2571428571428573,34.233333333333334,30.0,2,16.0,1.257142857142857,60,21,19,22,49,29
2004-02-23,234.75,38.0,15.48,6.0,1.8,18.0,5.0,27.0,110.0,1.285714285714286,33.56666666666667,34.0,2,10.0,0.9571428571428571,55,25,20,18,55,27
